dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1995-11-01,10.597,0.216,Xuanzhou,China,31.35N,118.74E
1969-08-01,27.48,0.5489999999999999,Do Rud,Iran,32.95N,48.83E
1868-07-01,18.451,1.046,Florencia,Colombia,2.41N,76.34W
1808-01-01,-1.5490000000000002,3.008,Leipzig,Germany,50.63N,11.41E
1904-12-01,22.08,0.332,Indaiatuba,Brazil,23.31S,48.06W
1983-07-01,31.56,0.348,Beawar,India,26.52N,73.43E
1907-07-01,25.686,0.541,Jining,China,34.56N,116.76E
1966-08-01,26.642,0.451,Gardez,Afghanistan,32.95N,69.89E
1913-10-01,18.102,0.4589999999999999,Costa Mesa,United States,32.95N,117.77W
1779-11-01,4.062,2.374,Piatra Neamt,Romania,47.42N,27.24E
1962-08-01,26.753,0.263,Parbhani,India,20.09N,76.78E
1988-06-01,19.13,0.2739999999999999,Tieli,China,47.42N,129.08E
1866-05-01,30.757,1.5730000000000002,Champdani,India,23.31N,88.25E
1972-05-01,27.62,0.375,Ponnani,India,10.45N,76.09E
1850-09-01,15.778,0.8759999999999999,Bucharest,Romania,44.20N,26.83E
1957-10-01,13.856000000000002,0.723,Sucre,Bolivia,18.48S,65.92W
1909-03-01,27.933000000000003,1.088,Raipur,India,21.70N,82.21E
1903-01-01,22.892,1.09,Macaé,Brazil,21.70S,42.40W
2000-09-01,24.782,0.208,Batman,Turkey,37.78N,40.68E
1746-04-01,,,Kolomna,Russia,55.45N,39.69E
1822-07-01,22.842,1.907,Queluz,Portugal,39.38N,8.32W
1962-06-01,27.999,0.585,Tarlac,Philippines,15.27N,120.83E
1977-02-01,-6.178000000000001,0.151,Yelets,Russia,52.24N,39.42E
1935-07-01,21.781,0.552,Craiova,Romania,44.20N,24.60E
1895-06-01,25.439,0.355,Obosi,Nigeria,5.63N,6.46E
1802-06-01,15.743,2.147,Zurich,Switzerland,47.42N,8.29E
1840-03-01,26.06600000000001,1.134,Ho Chi Minh City,Vietnam,10.45N,107.18E
1937-01-01,20.751,0.476,Chilpancingo,Mexico,18.48N,99.72W
1919-04-01,21.24,1.097,Macaé,Brazil,21.70S,42.40W
1898-11-01,3.463,0.5,Zhytomyr,Ukraine,50.63N,29.15E
1894-01-01,16.462,1.227,Cajamarca,Peru,7.23S,78.65W
1947-09-01,20.899,0.366,Ribeirão Das Neves,Brazil,20.09S,44.36W
1944-08-01,24.354,0.254,Yelahanka,India,13.66N,76.79E
1954-06-01,19.512,0.478,Lancaster,United States,34.56N,118.70W
1872-12-01,8.295000000000002,1.79,Huelva,Spain,37.78N,6.10W
1955-09-01,24.774,1.248,Hargeysa,Somalia,8.84N,44.59E
2004-10-01,18.478,0.257,Querétaro,Mexico,20.09N,100.66W
1998-02-01,8.744,0.278,Zhuzhou,China,28.13N,113.64E
1923-04-01,13.353,1.134,Sirjan,Iran,29.74N,55.38E
1983-12-01,25.219,0.335,Mejicanos,El Salvador,13.66N,90.00W
1962-10-01,17.592,0.421,Catania,Italy,37.78N,14.24E
2001-03-01,27.576,0.877,Lagos,Nigeria,5.63N,3.23E
1942-01-01,-3.582,0.196,Binzhou,China,37.78N,117.97E
1823-11-01,3.559,4.077,Wroclaw,Poland,50.63N,16.48E
1803-03-01,26.234,2.234,Baharampur,India,23.31N,88.25E
1830-12-01,6.537000000000001,2.546,Viransehir,Turkey,37.78N,40.68E
1967-01-01,0.8390000000000001,0.265,Fujimi,Japan,36.17N,139.23E
1837-02-01,1.023,1.694,Magdeburg,Germany,52.24N,10.51E
2003-05-01,13.752,0.289,Westminster,United States,39.38N,104.05W
1952-05-01,14.065,0.315,Afyonkarahisar,Turkey,39.38N,31.21E
1854-08-01,27.008000000000003,1.347,Kasuga,Japan,32.95N,131.17E
1836-10-01,25.854,3.758,Gangapur,India,26.52N,77.01E
1870-01-01,0.405,1.197,Copenhagen,Denmark,55.45N,11.34E
1811-04-01,14.221999999999998,1.945,Netanya,Israel,32.95N,35.43E
1818-03-01,22.613000000000003,1.959,Farrukhabad,India,28.13N,79.09E
1805-02-01,4.767,2.559,Perpignan,France,42.59N,2.18E
1985-10-01,14.364,0.166,Machida,Japan,36.17N,139.23E
1915-04-01,27.075,0.637,Dagupan,Philippines,16.87N,120.56E
1926-03-01,26.916,0.451,Loa Janan,Indonesia,0.80S,116.52E
1955-09-01,26.888,0.165,Olongapo,Philippines,15.27N,120.83E
1977-12-01,18.227,0.344,Jamshedpur,India,23.31N,86.50E
1839-03-01,18.088,2.289,Thanesar,India,29.74N,77.54E
1971-11-01,16.423,0.181,Lafayette,United States,29.74N,92.31W
1904-12-01,15.656,0.519,Port Elizabeth,South Africa,34.56S,25.30E
1746-08-01,,,Balashikha,Russia,55.45N,36.85E
1889-01-01,-21.107,1.29,Temirtau,Kazakhstan,50.63N,72.25E
1839-01-01,16.837,2.06,Obregon,Mexico,28.13N,110.00W
1780-07-01,25.642000000000003,2.356,Peoria,United States,40.99N,89.47W
1949-09-01,21.211,1.12,Shiyan,China,32.95N,110.11E
1872-12-01,24.682,1.516,Hagonoy,Philippines,15.27N,120.83E
1894-02-01,5.361000000000001,0.979,Salamanca,Spain,40.99N,6.39W
1999-04-01,8.972999999999997,0.2319999999999999,Novomoskovsk,Russia,53.84N,39.55E
2007-11-01,23.946,0.24,Mahbubnagar,India,16.87N,78.70E
1920-02-01,6.488,0.894,Bushehr,Iran,29.74N,51.69E
1782-08-01,17.627000000000006,4.062,Geneva,Switzerland,45.81N,5.77E
1869-06-01,27.5,1.147,Chaozhou,China,23.31N,116.21E
1944-05-01,19.591,0.519,Langfang,China,39.38N,116.53E
1922-01-01,11.531,0.382,Tijuana,Mexico,32.95N,117.77W
1992-04-01,15.083,0.286,Peking,China,39.38N,116.53E
1980-05-01,12.023,0.168,Vanderbijlpark,South Africa,26.52S,28.66E
1962-01-01,20.031,0.358,Katumba,Tanzania,8.84S,33.24E
1843-05-01,21.861,1.483,Pingchen,Taiwan,24.92N,120.59E
1862-05-01,,,Sadiqabad,Pakistan,28.13N,70.00E
1879-08-01,25.69,0.928,Zama,Japan,36.17N,139.23E
1861-03-01,18.285,1.385,Newcastle,South Africa,28.13S,30.00E
1837-09-01,13.105,1.43,Saint Paul,United States,45.81N,93.46W
1941-06-01,22.955,0.367,Toluca,Mexico,18.48N,99.72W
1997-07-01,19.457,0.433,Vigo,Spain,42.59N,8.73W
1923-11-01,1.6749999999999998,0.482,Kazan,Russia,55.45N,48.19E
1941-03-01,28.55,0.305,Bally,India,23.31N,88.25E
1857-09-01,21.025,1.052,Governador Valadares,Brazil,18.48S,42.25W
1805-05-01,13.219,1.444,Gomel,Belarus,52.24N,31.53E
1924-12-01,5.657,0.263,Yokkaichi,Japan,34.56N,136.22E
1870-03-01,-0.647,2.312,Dongling,China,40.99N,123.55E
1976-06-01,28.192,0.291,Garza García,Mexico,26.52N,100.30W
1914-01-01,25.715,0.987,Hat Yai,Thailand,7.23N,99.73E
1894-07-01,29.647,0.602,Khurja,India,28.13N,77.27E
1767-11-01,5.845,8.827,Chemnitz,Germany,50.63N,13.94E
1872-06-01,22.916,1.899,Wenzhou,China,28.13N,120.91E
1945-04-01,6.529999999999999,0.457,Maykop,Russia,44.20N,40.25E
1956-09-01,7.427999999999999,0.187,Seversk,Russia,57.05N,84.10E
1858-09-01,22.629,1.207,Kindia,Guinea,10.45N,12.27W
1928-09-01,12.935,0.295,Staryy Oskol,Russia,50.63N,36.76E
1937-10-01,8.317,0.283,Graz,Austria,47.42N,15.39E
1916-12-01,-5.496,0.4629999999999999,Guelph,Canada,44.20N,80.50W
1901-07-01,8.222000000000001,0.564,Hamilton,New Zealand,37.78S,174.92E
1865-03-01,2.177,1.7080000000000002,Tanggu,China,39.38N,118.61E
1874-06-01,27.904,1.531,Bhairab Bazar,Bangladesh,24.92N,90.44E
1979-08-01,25.733,0.176,Ugep,Nigeria,5.63N,8.07E
1976-06-01,17.633000000000006,0.216,Sterlitamak,Russia,53.84N,55.91E
1972-04-01,8.596,0.406,Peterborough,United Kingdom,52.24N,0.00W
1817-09-01,12.755999999999998,2.655,Focsani,Romania,45.81N,26.54E
1841-05-01,17.237000000000002,1.4,Saga,Japan,32.95N,131.17E
1889-04-01,6.747000000000001,0.449,Rochester,United States,42.59N,78.55W
1930-09-01,14.022,0.285,Witbank,South Africa,26.52S,28.66E
2000-01-01,2.789,0.3779999999999999,Denizli,Turkey,37.78N,28.47E
2013-09-01,23.951,1.193,Torreón,Mexico,24.92N,102.86W
1984-07-01,22.31,0.217,Dingzhou,China,39.38N,114.45E
1890-07-01,27.14,0.515,Nakhon Pathom,Thailand,13.66N,99.91E
1981-06-01,14.512,0.439,Milan,Italy,45.81N,8.08E
1925-10-01,7.6469999999999985,0.29,Newark,United States,40.99N,74.56W
1993-01-01,1.467,0.186,Columbus,United States,39.38N,83.24W
1861-09-01,17.535999999999998,1.133,Salt Lake City,United States,40.99N,112.90W
1930-05-01,18.609,0.267,Goma,Congo (Democratic Republic Of The),2.41S,29.73E
1996-10-01,23.698,0.175,Brasília,Brazil,15.27S,47.50W
2012-12-01,25.759,0.402,Mangaluru,India,13.66N,75.14E
1875-03-01,28.243,0.887,Chikmagalur,India,13.66N,75.14E
1977-09-01,23.822,0.249,Mwanza,Tanzania,2.41S,32.95E
1941-03-01,25.225,0.38,Cam Ranh,Vietnam,12.05N,108.49E
1968-05-01,11.101,0.298,Ede,Netherlands,52.24N,5.26E
1826-09-01,,,Ahvaz,Iran,31.35N,49.01E
1910-03-01,3.938,0.336,Tsuchiura,Japan,36.17N,139.23E
1860-12-01,,,Bhilwara,India,24.92N,74.48E
1941-03-01,23.21,0.345,Camagüey,Cuba,21.70N,78.75W
1916-01-01,15.133,0.471,Taoyüan,Taiwan,24.92N,120.59E
1938-07-01,15.619000000000002,0.574,Ambato,Ecuador,0.80S,77.95W
1839-08-01,17.235,2.505,Vilnius,Lithuania,55.45N,25.51E
2003-04-01,27.663,0.348,Adiwerna,Indonesia,7.23S,109.46E
1902-11-01,23.047,0.226,Hyderabad,India,16.87N,78.70E
1970-02-01,0.0129999999999999,0.181,Elista,Russia,45.81N,45.00E
1913-11-01,18.627,0.414,Danshui,China,23.31N,114.47E
2006-10-01,26.877,0.289,Jhansi,India,24.92N,78.03E
1854-03-01,25.134,1.712,Mirpur Khas,Pakistan,24.92N,69.16E
1968-06-01,18.433,0.6,Bydgoszcz,Poland,53.84N,17.73E
1846-08-01,27.55,1.567,Patan,India,23.31N,72.52E
1995-05-01,13.768,0.18,Mytishchi,Russia,55.45N,36.85E
1805-04-01,29.803,1.95,Malegaon,India,20.09N,75.07E
1968-02-01,22.322,0.326,Americana,Brazil,23.31S,48.06W
1856-08-01,22.864,1.444,Camaçari,Brazil,12.05S,37.81W
2005-06-01,25.947000000000006,0.22,Henderson,United States,36.17N,115.36W
1880-09-01,23.361,0.939,Wuxue,China,29.74N,116.31E
1981-07-01,31.083,0.644,Obregon,Mexico,28.13N,110.00W
1871-03-01,25.158,1.927,Ratlam,India,23.31N,74.27E
1983-11-01,17.91,0.377,Adana,Turkey,36.17N,35.80E
1957-02-01,8.032,0.3379999999999999,Dahuk,Iraq,36.17N,43.76E
1816-05-01,24.167,2.082,Port Saint Lucie,United States,26.52N,80.60W
1914-04-01,21.678,0.7040000000000001,Araraquara,Brazil,21.70S,47.60W
1849-02-01,14.421,2.059,Xiaolan,China,23.31N,112.72E
1895-12-01,0.119,0.995,Sarajevo,Bosnia And Herzegovina,44.20N,17.89E
1895-03-01,28.257,0.502,Chandrapur,India,20.09N,78.48E
1940-06-01,28.155,0.8290000000000001,Bobo Dioulasso,Burkina Faso,10.45N,4.09W
1997-12-01,12.742,0.367,Rancagua,Chile,34.56S,70.05W
1866-10-01,17.723,1.028,Medellín,Colombia,5.63N,75.87W
1893-02-01,23.344,0.635,Garut,Indonesia,7.23S,107.84E
1987-12-01,26.723000000000003,0.258,Martapura,Indonesia,4.02S,114.91E
1853-12-01,7.106,1.68,Kitakyushu,Japan,34.56N,130.38E
2005-04-01,5.74,0.1369999999999999,Kazan,Russia,55.45N,48.19E
1866-05-01,13.576,1.298,Nizhnekamsk,Russia,55.45N,51.02E
1877-12-01,24.094,2.138,Queimados,Brazil,23.31S,42.82W
1936-02-01,22.029,0.579,Antananarivo,Madagascar,18.48S,47.32E
1810-04-01,2.2960000000000003,2.994,Saratov,Russia,52.24N,47.30E
1916-03-01,25.9,0.787,Sullana,Peru,5.63S,80.72W
1918-11-01,-7.286,0.609,Lasa,China,29.74N,90.46E
1996-02-01,18.225,0.493,Budaun,India,28.13N,79.09E
1796-08-01,20.936,4.255,Kragujevac,Serbia,44.20N,20.12E
1960-03-01,7.885000000000002,0.654,Kerman,Iran,29.74N,57.23E
1797-08-01,18.75,2.466,Vigo,Spain,42.59N,8.73W
1853-02-01,-8.328,1.978,Haibowan,China,39.38N,106.13E
1934-06-01,22.329,0.209,Townsville,Australia,18.48S,147.04E
1940-09-01,26.291,0.286,Pembroke Pines,United States,26.52N,80.60W
1877-07-01,25.103,0.898,Taman,Indonesia,7.23S,109.46E
1975-06-01,20.765,0.235,Chisinau,Moldova,47.42N,29.61E
1955-06-01,21.099,0.372,Qujing,China,24.92N,104.63E
1999-09-01,27.165,0.1669999999999999,Taipei,Taiwan,24.92N,122.36E
1921-08-01,18.309,0.319,Tambov,Russia,52.24N,42.04E
1831-05-01,,,Portland,United States,45.81N,123.46W
1783-03-01,-5.957000000000002,2.747,Rybinsk,Russia,58.66N,40.00E
2010-06-01,19.822,0.2189999999999999,Envigado,Colombia,5.63N,75.87W
1927-03-01,15.172999999999998,0.304,Haimen,China,23.31N,116.21E
1994-06-01,29.532000000000004,0.53,Paradise,United States,36.17N,115.36W
1809-02-01,4.159000000000002,3.681,Hagen,Germany,52.24N,7.88E
1958-03-01,22.384,0.64,Butembo,Congo (Democratic Republic Of The),0.80N,29.73E
1967-07-01,25.47,0.411,El Tigre,Venezuela,8.84N,64.05W
1967-04-01,5.8340000000000005,0.2,Jishu,China,44.20N,127.45E
1935-12-01,3.1910000000000003,0.22,Soka,Japan,36.17N,139.23E
1992-12-01,26.157,0.409,Ilesha,Nigeria,8.84N,4.05E
2006-09-01,23.66,0.218,São José Do Rio Prêto,Brazil,20.09S,49.48W
1866-03-01,12.433,0.877,Tétouan,Morocco,36.17N,5.97W
1848-04-01,14.076,2.331,Anqing,China,31.35N,116.86E
1946-11-01,23.875,0.312,Tiruppur,India,10.45N,77.73E
1768-04-01,10.745,3.378,Pleven,Bulgaria,44.20N,24.60E
1874-09-01,19.027,0.434,Fort Wayne,United States,40.99N,85.21W
1773-12-01,12.277,4.938,Badalona,Spain,40.99N,2.13E
1890-09-01,20.078,0.852,Nova Friburgo,Brazil,21.70S,42.40W
1911-12-01,23.079,0.971,Niamey,Niger,13.66N,2.48E
1949-01-01,25.586,0.433,Kalmunai,Sri Lanka,7.23N,81.89E
1906-03-01,7.995,0.983,Zhumadian,China,32.95N,113.94E
1980-12-01,26.451,0.316,Long Xuyên,Vietnam,10.45N,105.55E
1932-04-01,26.726,0.228,Surabaya,Indonesia,7.23S,112.70E
1830-06-01,12.707,3.883,Helsinki,Finland,60.27N,25.95E
1908-04-01,30.144,0.642,Bauchi,Nigeria,10.45N,10.64E
1939-11-01,22.465,0.372,Chitradurga,India,13.66N,76.79E
1857-04-01,3.2110000000000003,0.823,Arzamas,Russia,55.45N,42.52E
1954-03-01,7.633999999999999,0.365,Chuzhou,China,32.95N,117.77E
2008-03-01,9.658,0.207,Nishinomiya,Japan,34.56N,136.22E
1963-03-01,13.378,0.494,Nanchong,China,31.35N,105.55E
1804-04-01,31.306,1.985,Bhagalpur,India,24.92N,86.90E
1979-01-01,11.032,0.405,Barcelona,Spain,40.99N,2.13E
1987-05-01,25.047,0.39,Beni Suef,Egypt,29.74N,31.38E
1804-01-01,18.921000000000006,3.417,Madhyamgram,India,23.31N,88.25E
1990-05-01,15.597,0.2319999999999999,Brescia,Italy,45.81N,10.38E
1906-10-01,9.72,0.735,Benxi,China,40.99N,123.55E
1884-03-01,28.964,2.244,Ilorin,Nigeria,8.84N,4.05E
1888-03-01,1.4299999999999995,0.614,Darmstadt,Germany,50.63N,8.87E
1952-07-01,20.044,0.368,Teófilo Otoni,Brazil,18.48S,42.25W
1921-05-01,15.765999999999998,0.444,Orsha,Belarus,53.84N,31.36E
1907-05-01,20.696,1.256,Villa Nueva,Guatemala,15.27N,90.83W
1880-04-01,1.986,0.5539999999999999,Lyubertsy,Russia,55.45N,36.85E
1797-06-01,21.519,2.33,Pavlohrad,Ukraine,49.03N,36.73E
1995-04-01,12.668,0.165,Kurashiki,Japan,34.56N,134.27E
1980-10-01,27.01,0.413,Abadan,Iran,29.74N,48.00E
1831-05-01,,,Weinan,China,34.56N,108.97E
1876-01-01,-4.441,0.6459999999999999,Sofia,Bulgaria,42.59N,24.00E
1790-09-01,14.518,2.641,Debrecen,Hungary,47.42N,22.50E
2013-02-01,20.595,0.5589999999999999,Sogamoso,Colombia,5.63N,72.65W
1851-02-01,25.633000000000003,1.207,Kedungwuni,Indonesia,7.23S,109.46E
1964-06-01,20.995,0.34,Chifeng,China,42.59N,120.00E
1977-12-01,26.118,0.278,Amaigbo,Nigeria,5.63N,8.07E
1844-02-01,20.253,0.975,Narayanganj,Bangladesh,23.31N,90.00E
1885-05-01,28.114,0.8340000000000001,Ambarnath,India,18.48N,72.68E
1752-01-01,-6.941000000000002,2.446,Pittsburgh,United States,40.99N,80.95W
1962-02-01,18.924,0.191,Gangapur,India,26.52N,77.01E
1917-12-01,3.727,0.846,Salt Lake City,United States,40.99N,112.90W
1916-08-01,27.291,0.397,Dimapur,India,26.52N,93.13E
1796-05-01,30.98,1.656,Kamarhati,India,23.31N,88.25E
1906-08-01,26.128,0.4579999999999999,Jaramana,Syria,32.95N,35.43E
1853-03-01,23.78,1.694,Palanpur,India,24.92N,72.71E
1932-11-01,13.685,0.4429999999999999,Morelia,Mexico,20.09N,100.66W
1893-06-01,20.241,0.427,Kashihara,Japan,34.56N,136.22E
1859-11-01,,,Pati,Indonesia,7.23S,111.08E
1930-02-01,28.57,0.73,Bobo Dioulasso,Burkina Faso,10.45N,4.09W
1871-09-01,26.194000000000003,0.936,Raichur,India,16.87N,77.02E
1980-11-01,26.504,0.271,Bulaon,Philippines,15.27N,120.83E
2005-12-01,20.365,0.244,Pune,India,18.48N,74.37E
1989-06-01,26.55,0.2319999999999999,Hsintien,Taiwan,24.92N,122.36E
1776-04-01,6.7200000000000015,2.3480000000000003,Horlivka,Ukraine,49.03N,39.18E
1937-07-01,28.521,0.536,Wuhu,China,31.35N,118.74E
1945-04-01,13.082,0.411,Chandigarh,India,31.35N,77.28E
1770-09-01,14.046,2.732,Kiev,Ukraine,50.63N,31.69E
2010-05-01,27.422,0.387,Castanhal,Brazil,0.80S,47.41W
1903-02-01,2.145,0.7090000000000001,Ashikaga,Japan,36.17N,139.23E
1947-11-01,19.103,0.435,Sohag,Egypt,26.52N,32.24E
1940-04-01,13.305,0.188,Raleigh,United States,36.17N,79.56W
2001-05-01,18.887,0.494,Taiyuan,China,37.78N,111.86E
1853-07-01,20.129,1.044,Petapa,Guatemala,15.27N,90.83W
1954-12-01,22.527,0.3879999999999999,Viamão,Brazil,29.74S,51.69W
1785-03-01,-3.822000000000001,3.877,Providence,United States,42.59N,72.00W
1975-04-01,17.250999999999998,0.158,Irving,United States,32.95N,96.70W
1976-03-01,5.532,0.684,Saveh,Iran,34.56N,50.59E
1976-04-01,25.474,0.226,Georgetown,Guyana,7.23N,57.57W
1806-09-01,25.834,2.006,Bangalore,India,12.05N,77.26E
1896-02-01,15.661,0.629,Wellington,New Zealand,40.99S,174.67E
1838-07-01,27.335,2.7960000000000003,Dewas,India,23.31N,76.02E
1877-03-01,17.343,0.986,Hanoi,Vietnam,21.70N,106.44E
1934-02-01,24.264,0.534,Pacet,Indonesia,7.23S,107.84E
1906-01-01,-1.814,0.569,Olomouc,Czech Republic,49.03N,17.14E
1875-09-01,18.866,0.66,Topeka,United States,39.38N,95.72W
1883-11-01,26.263,1.771,Iwo,Nigeria,7.23N,4.05E
1834-07-01,27.923,2.102,Sancti Spíritus,Cuba,21.70N,78.75W
1997-04-01,5.523,0.185,Otaru,Japan,42.59N,141.82E
1953-12-01,24.641,0.341,Cabudare,Venezuela,10.45N,69.55W
1817-10-01,6.097999999999999,3.802,Apeldoorn,Netherlands,52.24N,5.26E
1988-03-01,0.338,0.136,Jinzhou,China,40.99N,121.42E
1960-07-01,23.229000000000006,0.207,Alexandria,United States,39.38N,76.99W
1793-09-01,13.623,2.036,Trois Rivières,Canada,45.81N,72.69W
1979-08-01,27.389000000000006,0.311,Batangas,Philippines,13.66N,121.38E
1979-09-01,21.286,0.142,Isesaki,Japan,36.17N,139.23E
1939-10-01,12.374,0.1669999999999999,Samarkand,Uzbekistan,39.38N,66.59E
1829-10-01,2.73,2.317,Pavlodar,Kazakhstan,52.24N,76.20E
2011-09-01,27.354000000000006,0.299,Surat,India,21.70N,73.56E
1900-09-01,22.61,0.753,Córdoba,Spain,37.78N,4.07W
1918-10-01,28.734,0.44,Katsina,Nigeria,13.66N,7.43E
1999-07-01,26.641,0.307,Chattanooga,United States,34.56N,85.62W
1996-12-01,0.5169999999999999,0.38,Pueblo,United States,37.78N,103.73W
1853-05-01,14.592,1.3030000000000002,Colombo,Brazil,24.92S,49.66W
2007-02-01,-12.459,0.312,Saint Paul,United States,45.81N,93.46W
1903-12-01,12.674,0.664,Kamalia,Pakistan,31.35N,73.51E
1891-07-01,28.778,0.298,Ulubaria,India,23.31N,88.25E
1950-06-01,28.929,0.644,Wah,Pakistan,34.56N,72.00E
1954-05-01,17.456,0.262,Weinan,China,34.56N,108.97E
1949-07-01,27.204,0.397,Jiaojiang,China,28.13N,120.91E
1882-04-01,18.814,1.486,Potgietersrus,South Africa,23.31S,28.83E
1986-11-01,7.782,0.237,Zwolle,Netherlands,52.24N,5.26E
1902-05-01,28.127,0.907,Urdaneta,Philippines,15.27N,120.83E
1864-08-01,18.548,1.4480000000000002,Mufulira,Zambia,12.05S,27.95E
1869-11-01,,,Khanewal,Pakistan,29.74N,72.00E
1966-05-01,21.051,0.209,Quetzaltenango,Guatemala,15.27N,90.83W
1827-06-01,16.914,1.759,León,Spain,42.59N,6.55W
1915-06-01,13.958,0.254,Innsbruck,Austria,47.42N,10.66E
1889-02-01,2.7379999999999995,0.563,Tulsa,United States,36.17N,95.47W
1888-12-01,-19.748,1.277,Kirov,Russia,58.66N,49.23E
1908-04-01,15.224,0.618,Uitenhage,South Africa,34.56S,25.30E
1955-11-01,21.144,0.677,Navsari,India,20.09N,73.36E
1875-10-01,17.493000000000002,1.215,Awassa,Ethiopia,7.23N,38.11E
1939-06-01,25.304,0.2319999999999999,Changde,China,28.13N,111.82E
1888-11-01,9.783,0.439,Niiza,Japan,36.17N,139.23E
1845-06-01,14.265999999999998,1.356,Glazov,Russia,58.66N,52.31E
1934-02-01,3.4410000000000003,0.3829999999999999,Tottori,Japan,34.56N,134.27E
1956-07-01,24.286,0.657,Salt Lake City,United States,40.99N,112.90W
1996-03-01,29.683000000000003,0.315,Hyderabad,India,16.87N,78.70E
1873-05-01,27.899,1.534,Cavite,Philippines,15.27N,120.83E
1927-09-01,22.31,0.397,Tirana,Albania,40.99N,19.17E
1929-01-01,-0.24,0.593,Kaifeng,China,34.56N,114.81E
1983-11-01,26.635,0.428,Pagadian,Philippines,7.23N,124.05E
1754-04-01,11.709,6.404,Belgrade,Serbia,44.20N,20.12E
1966-08-01,16.73,0.418,São Bernardo Do Campo,Brazil,23.31S,46.31W
1836-11-01,-9.542,2.5540000000000003,Ekibastuz,Kazakhstan,52.24N,76.20E
1888-10-01,26.114,0.629,El Limón,Venezuela,10.45N,67.91W
1821-08-01,13.832,1.913,Tula,Russia,53.84N,36.82E
1961-06-01,21.773000000000003,0.352,Anjo,Japan,34.56N,136.22E
1756-11-01,4.363,3.738,Trieste,Italy,45.81N,12.69E
1957-02-01,22.555,0.233,Itu,Brazil,23.31S,48.06W
1921-05-01,10.872,0.457,Espoo,Finland,60.27N,25.95E
1766-02-01,3.512,4.175,Belfast,United Kingdom,55.45N,5.67W
1956-12-01,-2.838,0.384,Bila Tserkva,Ukraine,49.03N,29.39E
1826-12-01,,,Metro,Indonesia,5.63S,104.93E
1991-08-01,20.858,0.294,Maykop,Russia,44.20N,40.25E
1938-12-01,26.178,0.254,Citeureup,Indonesia,5.63S,106.55E
1918-12-01,16.578,0.615,Thái Nguyên,Vietnam,21.70N,106.44E
1865-01-01,0.369,1.586,Xuchang,China,34.56N,112.86E
1774-12-01,2.1080000000000005,5.228,Logroño,Spain,42.59N,2.18W
2000-04-01,27.10100000000001,0.5329999999999999,Daska,Pakistan,32.95N,73.72E
1934-11-01,-4.823,0.253,Anda,China,45.81N,125.77E
2007-08-01,29.313,0.187,Ara,India,24.92N,85.12E
1999-04-01,4.939,0.208,Trois Rivières,Canada,45.81N,72.69W
1937-09-01,26.921,0.2319999999999999,Medan,Indonesia,4.02N,98.84E
1929-05-01,14.470999999999998,0.484,Fushun,China,40.99N,123.55E
1948-03-01,27.255,0.348,Libreville,Gabon,0.80N,8.84E
1861-04-01,5.43,0.943,Radom,Poland,50.63N,21.55E
1853-05-01,26.935,0.992,Malambo,Colombia,10.45N,74.45W
1891-09-01,23.178,1.161,Guangshui,China,31.35N,113.09E
1994-01-01,23.642,0.8490000000000001,Kindia,Guinea,10.45N,12.27W
1822-11-01,6.655000000000001,2.083,Mahabad,Iran,36.17N,45.75E
2003-01-01,18.511,0.441,Nagda,India,23.31N,76.02E
1962-08-01,23.887,0.3339999999999999,Atlanta,United States,34.56N,83.68W
1961-12-01,6.441000000000002,0.3389999999999999,Logroño,Spain,42.59N,2.18W
1945-12-01,-13.973,0.248,Novocheboksarsk,Russia,55.45N,48.19E
1923-02-01,22.587,0.432,Guarulhos,Brazil,23.31S,46.31W
1918-03-01,19.669,0.667,Gondar,Ethiopia,12.05N,37.81E
1912-02-01,9.048,1.045,Daan,China,29.74N,105.23E
1860-06-01,31.288,1.914,Jabalpur,India,23.31N,79.51E
1860-05-01,16.442999999999998,1.2819999999999998,Kuwana,Japan,34.56N,136.22E
1882-07-01,19.653,1.098,Musoma,Tanzania,0.80S,34.55E
1802-07-01,25.911,2.3080000000000003,Kansas City,United States,39.38N,93.64W
1857-08-01,18.091,1.195,Bournemouth,United Kingdom,50.63N,1.27W
1855-10-01,26.56600000000001,1.628,Nadiad,India,23.31N,72.52E
1877-03-01,24.582,0.5920000000000001,Ujjain,India,23.31N,76.02E
1946-12-01,-1.146,0.2289999999999999,Pécs,Hungary,45.81N,17.31E
1848-11-01,13.632,1.6840000000000002,Geelong,Australia,37.78S,144.41E
1992-06-01,28.822,0.264,Phitsanulok,Thailand,16.87N,100.47E
1962-06-01,17.579,0.578,Bauru,Brazil,21.70S,49.33W
1879-08-01,13.364,0.767,Liverpool,United Kingdom,53.84N,4.09W
1983-08-01,17.366,0.413,Santos,Brazil,23.31S,46.31W
1945-01-01,-9.757,0.125,Buffalo,United States,42.59N,78.55W
1901-02-01,23.238000000000003,1.757,Belo Horizonte,Brazil,20.09S,44.36W
1834-04-01,10.181,2.273,Naples,Italy,40.99N,14.91E
2000-04-01,21.936,0.29,Posadas,Argentina,28.13S,55.45W
1936-07-01,16.929000000000002,0.465,Ferraz De Vasconcelos,Brazil,23.31S,46.31W
1841-08-01,21.355,1.281,Rio De Janeiro,Brazil,23.31S,42.82W
1830-08-01,,,Maturín,Venezuela,10.45N,63.00W
1930-03-01,14.130999999999998,0.46,Garden Grove,United States,32.95N,117.77W
