dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1820-10-01,23.455,1.429,Bhadravati,India,13.66N,75.14E
1975-09-01,25.886,0.2789999999999999,Iskenderun,Turkey,36.17N,35.80E
2003-11-01,5.818999999999999,0.375,Erlangen,Germany,49.03N,9.80E
1955-12-01,19.171000000000006,0.195,Barakpur,India,23.31N,88.25E
2008-06-01,11.974,0.529,Criciúma,Brazil,28.13S,50.00W
1984-04-01,9.252,0.115,Koganei,Japan,36.17N,139.23E
1899-10-01,21.57,0.701,Foz Do Iguaçu,Brazil,24.92S,54.98W
1909-04-01,8.815,0.312,Bergisch Gladbach,Germany,50.63N,6.34E
1985-09-01,19.754,0.2789999999999999,Tehuacán,Mexico,18.48N,98.03W
1965-11-01,23.42,0.305,Navsari,India,20.09N,73.36E
1940-03-01,8.106,0.309,Hengshui,China,37.78N,115.93E
1911-10-01,26.002,0.296,Belgaum,India,15.27N,74.17E
1950-03-01,7.749,0.191,Kawanishi,Japan,34.56N,136.22E
1918-09-01,27.401,0.281,Adoni,India,15.27N,77.50E
1853-09-01,,,Ciparay,Indonesia,7.23S,107.84E
1943-11-01,2.782,0.4429999999999999,Chernivtsi,Ukraine,49.03N,26.94E
1983-02-01,13.691,0.26,Tanshui,Taiwan,24.92N,120.59E
1902-05-01,17.526,0.624,Saqqez,Iran,36.17N,45.75E
1998-08-01,24.76,0.23,Hiratsuka,Japan,36.17N,139.23E
1926-10-01,22.923,0.302,Austin,United States,29.74N,97.85W
1866-09-01,26.52,0.693,San Juan,Puerto Rico,18.48N,65.92W
1883-09-01,28.26,0.8440000000000001,Moga,India,31.35N,75.39E
1918-02-01,17.970000000000006,0.531,San Juan Sacatepéquez,Guatemala,15.27N,90.83W
1935-03-01,1.514,0.375,Gdynia,Poland,53.84N,17.73E
1836-06-01,17.105,1.334,Belo Horizonte,Brazil,20.09S,44.36W
1996-11-01,18.253,0.32,Midrand,South Africa,26.52S,28.66E
1837-09-01,5.183,1.525,Ulan Ude,Russia,52.24N,107.74E
1855-05-01,19.079,1.3869999999999998,Bojnurd,Iran,37.78N,56.95E
1928-05-01,22.698,0.979,Paradise,United States,36.17N,115.36W
1857-04-01,20.335,1.221,Uberlândia,Brazil,18.48S,49.01W
1889-12-01,19.165000000000006,1.077,Dum Dum,India,23.31N,88.25E
1871-04-01,22.443,3.1180000000000003,Chaozhou,China,23.31N,116.21E
1965-07-01,25.169,0.351,Kumasi,Ghana,7.23N,0.81W
1996-02-01,16.02,0.266,Touliu,Taiwan,23.31N,119.71E
1902-07-01,34.75,0.501,Multan,Pakistan,29.74N,72.00E
1872-08-01,,,Lusaka,Zambia,15.27S,27.50E
1841-07-01,21.768,1.702,Elizabeth,United States,40.99N,74.56W
1888-03-01,4.04,0.927,Salt Lake City,United States,40.99N,112.90W
1900-02-01,3.5740000000000003,0.6729999999999999,Chattanooga,United States,34.56N,85.62W
1925-01-01,8.710999999999999,0.765,Berkeley,United States,37.78N,122.03W
1964-06-01,30.74,0.3939999999999999,Bangaon,India,23.31N,88.25E
1974-11-01,9.571,0.441,Tokat,Turkey,40.99N,36.21E
1951-01-01,24.078000000000003,0.368,Palo Negro,Venezuela,10.45N,67.91W
1837-11-01,3.76,2.0980000000000003,Colorado Springs,United States,39.38N,104.05W
1994-10-01,24.270000000000003,0.226,Sanbu,China,21.70N,113.37E
1784-04-01,5.4670000000000005,9.071,Hrodna,Belarus,53.84N,23.18E
1745-06-01,,,Almere,Netherlands,52.24N,5.26E
1955-06-01,26.755,0.304,Qabis,Tunisia,34.56N,9.73E
2002-01-01,5.406000000000001,0.55,Lárisa,Greece,39.38N,22.89E
1898-11-01,18.243,1.014,Guatemala,Guatemala,15.27N,90.83W
1798-06-01,17.133,2.66,Mainz,Germany,50.63N,8.87E
1932-05-01,27.847,0.325,Lucena,Philippines,13.66N,121.38E
1886-08-01,24.784,1.418,West Covina,United States,34.56N,118.70W
1886-04-01,28.228,0.956,Rampur,India,28.13N,79.09E
1888-09-01,28.898000000000003,0.5720000000000001,Coro,Venezuela,12.05N,69.04W
1990-07-01,18.667,0.419,Conselheiro Lafaiete,Brazil,20.09S,44.36W
1830-03-01,6.6370000000000005,2.045,Kansas City,United States,39.38N,93.64W
1950-06-01,12.093,0.467,La Rioja,Argentina,29.74S,66.46W
1877-03-01,18.617,1.331,Florencia,Colombia,2.41N,76.34W
1987-10-01,1.362,0.263,Ukhta,Russia,63.49N,52.20E
1861-05-01,17.022000000000002,1.5019999999999998,Queluz,Portugal,39.38N,8.32W
1901-12-01,3.828,0.407,Kurume,Japan,32.95N,131.17E
1788-06-01,17.575,2.843,Minsk,Belarus,53.84N,28.64E
1849-04-01,-0.2739999999999999,3.36,Regina,Canada,50.63N,105.21W
1952-04-01,3.89,0.265,Tieli,China,47.42N,129.08E
1986-09-01,17.215999999999998,0.288,Changji,China,44.20N,87.20E
1859-01-01,3.675,1.693,Imabari,Japan,34.56N,132.32E
1764-03-01,4.968999999999999,4.288,Rouen,France,49.03N,0.00W
1941-11-01,6.49,0.348,Limoges,France,45.81N,1.15E
1917-10-01,25.028,0.483,Alagoinhas,Brazil,12.05S,37.81W
1889-06-01,13.048,0.38,Saint Helens,United Kingdom,53.84N,4.09W
1920-12-01,6.2010000000000005,0.65,Crawley,United Kingdom,50.63N,1.27W
1868-09-01,23.061,1.1740000000000002,Macheng,China,31.35N,114.97E
1857-10-01,-0.0509999999999997,1.358,Astana,Kazakhstan,50.63N,72.25E
1883-09-01,8.963,0.408,Zlatoust,Russia,55.45N,59.53E
1896-07-01,15.944,0.308,Blackburn,United Kingdom,53.84N,1.36W
1862-12-01,4.065,1.954,Modesto,United States,37.78N,120.00W
1895-03-01,24.746,0.7070000000000001,Bata,Equatorial Guinea,2.41N,10.45E
1881-12-01,1.273,1.153,Herat,Afghanistan,34.56N,62.27E
2003-09-01,14.64,0.3279999999999999,Fort Collins,United States,40.99N,104.38W
1994-09-01,23.751,0.373,Linhai,China,28.13N,120.91E
1826-12-01,3.823,2.832,Bottrop,Germany,52.24N,7.88E
1822-10-01,25.371,1.143,Bally,India,23.31N,88.25E
1844-05-01,32.43,1.288,Seoni,India,21.70N,78.75E
1968-03-01,19.582,0.293,Guaymas,Mexico,28.13N,110.00W
1840-09-01,6.129,2.321,Arkhangelsk,Russia,65.09N,40.21E
1943-10-01,10.899,0.3779999999999999,Klaipeda,Lithuania,55.45N,19.84E
1955-09-01,19.136000000000006,0.32,Ordu,Turkey,40.99N,38.34E
1867-05-01,8.227,1.969,Ebetsu,Japan,42.59N,141.82E
1990-02-01,-11.497,0.429,Regina,Canada,50.63N,105.21W
1787-06-01,12.48,5.026,Sunderland,United Kingdom,55.45N,2.83W
1755-07-01,19.217,1.804,Sarajevo,Bosnia And Herzegovina,44.20N,17.89E
1850-12-01,-4.916,1.189,Zhukovskiy,Russia,55.45N,36.85E
1903-07-01,16.801,0.514,Dijon,France,47.42N,5.92E
1951-05-01,19.496,0.349,Guangyuan,China,32.95N,106.28E
2006-02-01,26.946,0.408,Resistencia,Argentina,28.13S,59.09W
1926-03-01,21.66200000000001,0.288,Shillong,India,24.92N,92.22E
1934-09-01,20.856,0.357,Girardot,Colombia,4.02N,74.73W
1866-02-01,13.59,1.155,Marbella,Spain,36.17N,3.98W
2006-05-01,27.943,0.446,Monterrey,Mexico,26.52N,100.30W
1853-11-01,1.073,2.184,Pyatigorsk,Russia,44.20N,42.48E
1747-01-01,,,Arad,Romania,45.81N,21.92E
2002-12-01,-1.6790000000000005,0.1669999999999999,Potsdam,Germany,52.24N,13.14E
1878-01-01,21.022,1.581,Ngaoundéré,Cameroon,7.23N,13.78E
2000-11-01,25.022,0.6729999999999999,Jaú,Brazil,21.70S,49.33W
1954-06-01,26.652,0.6759999999999999,Cileungsi,Indonesia,5.63S,106.55E
2003-12-01,27.528,0.185,Kendari,Indonesia,4.02S,122.95E
1862-10-01,26.281,1.524,Palma Soriano,Cuba,20.09N,76.78W
1902-02-01,1.5530000000000002,0.426,Zama,Japan,36.17N,139.23E
1859-01-01,2.5380000000000003,1.15,Macheng,China,31.35N,114.97E
1851-12-01,16.637999999999998,2.955,Pingchen,Taiwan,24.92N,120.59E
1925-01-01,11.148,0.561,Haridwar,India,29.74N,77.54E
1974-03-01,17.629,0.342,Celaya,Mexico,20.09N,100.66W
1976-08-01,25.322,0.914,Cúa,Venezuela,10.45N,66.27W
1796-03-01,23.644,2.407,Ingraj Bazar,India,24.92N,88.67E
1921-11-01,-0.3999999999999999,0.174,Czestochowa,Poland,50.63N,19.01E
1962-04-01,7.617999999999999,0.2789999999999999,Norwich,United Kingdom,52.24N,0.00W
1937-10-01,11.78,0.55,Korla,China,40.99N,85.21E
1863-10-01,11.634,0.924,Amiens,France,49.03N,2.45E
1926-01-01,25.911,0.562,Balikpapan,Indonesia,0.80S,116.52E
1845-07-01,31.159,1.575,Pali,India,26.52N,73.43E
1875-04-01,8.54,1.1840000000000002,Dawukou,China,39.38N,106.13E
1831-12-01,15.71,3.1910000000000003,Jhansi,India,24.92N,78.03E
1830-12-01,18.506,1.877,San Juan Sacatepéquez,Guatemala,15.27N,90.83W
1848-07-01,,,Pasuruan,Indonesia,7.23S,112.70E
1855-08-01,21.644,0.979,Milwaukee,United States,42.59N,87.27W
1774-07-01,23.026,3.2030000000000003,Yonkers,United States,40.99N,74.56W
1981-01-01,25.396,0.252,Grogol,Indonesia,7.23S,111.08E
1870-05-01,12.552,1.087,Brest,Belarus,52.24N,23.65E
1851-10-01,24.906,1.729,Cileunyi,Indonesia,7.23S,107.84E
1985-07-01,15.994000000000002,0.255,Worcester,United Kingdom,52.24N,2.63W
1957-07-01,18.291,0.372,Paderborn,Germany,52.24N,7.88E
1945-10-01,23.132,0.952,Wuzhou,China,23.31N,110.97E
1928-01-01,21.388,0.3979999999999999,Bahia Blanca,Argentina,39.38S,62.43W
1911-09-01,8.671,0.52,Cherepovets,Russia,58.66N,36.92E
1772-10-01,13.28,2.959,Eastbourne,United Kingdom,50.63N,1.27E
1981-02-01,-1.717,0.298,London,Canada,42.59N,80.73W
1769-03-01,-1.6469999999999998,5.232,Pskov,Russia,57.05N,28.03E
1860-07-01,23.44,1.244,Cadiz,Spain,36.17N,5.97W
1889-05-01,19.464,0.6809999999999999,Londrina,Brazil,23.31S,51.55W
1746-12-01,,,Plymouth,United Kingdom,50.63N,3.80W
1929-12-01,24.178,0.365,Lira,Uganda,2.41N,32.95E
1856-05-01,12.717,1.724,Brasov,Romania,45.81N,26.54E
1872-03-01,4.452,1.222,Houma,China,36.17N,111.38E
1855-12-01,2.613,2.282,Kashan,Iran,34.56N,50.59E
1971-11-01,11.681,0.1969999999999999,Burbank,United States,34.56N,118.70W
1888-02-01,4.767,1.272,Qarchak,Iran,36.17N,51.71E
1823-04-01,10.007,2.607,A Coruña,Spain,42.59N,8.73W
1994-05-01,21.969,0.302,Shiyan,China,32.95N,110.11E
1916-02-01,25.786,0.899,Phra Pradaeng,Thailand,13.66N,99.91E
1911-11-01,10.423,0.584,Kahramanmaras,Turkey,37.78N,36.61E
1977-09-01,20.881,0.254,Luoyang,China,34.56N,112.86E
1981-01-01,-6.564,0.26,Zhukovskiy,Russia,55.45N,36.85E
1964-06-01,28.365,0.396,Phitsanulok,Thailand,16.87N,100.47E
1985-05-01,25.59800000000001,0.205,Barrancabermeja,Colombia,7.23N,73.78W
1849-11-01,9.098,2.13,Trabzon,Turkey,40.99N,40.47E
1928-01-01,25.685,0.922,Bandundu,Congo (Democratic Republic Of The),4.02S,16.88E
2002-12-01,12.945,0.291,San Pablo De Las Salinas,Mexico,20.09N,98.96W
1897-11-01,9.861,0.716,Taranto,Italy,40.99N,17.04E
1857-04-01,7.298999999999999,0.624,Cambridge,United Kingdom,52.24N,0.00W
1837-08-01,24.691,1.4,Saqqez,Iran,36.17N,45.75E
1894-05-01,33.456,0.701,Nandyal,India,15.27N,79.17E
1903-10-01,7.766000000000001,0.369,Sunderland,United Kingdom,55.45N,2.83W
1867-04-01,17.277,1.853,Santa Cruz Do Sul,Brazil,29.74S,51.69W
1904-09-01,25.752,0.191,Chungho,Taiwan,24.92N,120.59E
1965-06-01,15.255,0.504,Zelenograd,Russia,55.45N,36.85E
1998-12-01,16.261,0.414,Bhind,India,26.52N,78.81E
1854-11-01,20.302000000000003,1.46,Cachoeirinha,Brazil,29.74S,51.69W
1806-07-01,28.226,1.454,Puruliya,India,23.31N,86.50E
1902-02-01,13.029000000000002,0.6709999999999999,Tijuana,Mexico,32.95N,117.77W
1859-01-01,-27.032,1.616,Hailar,China,49.03N,120.00E
1744-05-01,17.657,2.233,Springfield,United States,39.38N,89.48W
1998-05-01,22.468000000000004,0.19,Tulsa,United States,36.17N,95.47W
1991-09-01,25.222,0.397,Iwo,Nigeria,7.23N,4.05E
1866-05-01,28.195,1.372,Erode,India,12.05N,77.26E
1877-04-01,7.78,1.19,Ludwigshafen,Germany,49.03N,7.35E
1872-03-01,,,Manta,Ecuador,0.80S,81.16W
1966-05-01,23.843000000000004,0.2269999999999999,Kindu,Congo (Democratic Republic Of The),2.41S,26.52E
1914-07-01,24.871,0.597,Malang,Indonesia,7.23S,112.70E
1890-04-01,26.532,0.7120000000000001,Cileungsi,Indonesia,5.63S,106.55E
1929-11-01,27.758000000000003,0.628,Nacala,Mozambique,15.27S,40.83E
1927-02-01,-2.048,0.591,Wencheng,China,37.78N,122.03E
1858-08-01,,,Rohtak,India,28.13N,77.27E
1866-10-01,23.572,0.807,Yangjiang,China,21.70N,111.63E
1864-01-01,-8.093,2.166,Tighina,Moldova,47.42N,29.61E
1778-04-01,,,Bridgeport,United States,40.99N,72.43W
1902-01-01,25.049,0.605,Tanjung Morawa,Indonesia,4.02N,98.84E
1839-02-01,-17.418,2.967,Hegang,China,47.42N,131.45E
1932-09-01,13.227,0.299,Århus,Denmark,57.05N,10.33E
1847-11-01,0.1519999999999999,1.222,Chernihiv,Ukraine,52.24N,31.53E
2005-01-01,19.598,0.354,Taunggyi,Burma,20.09N,97.25E
1927-09-01,26.743,0.3939999999999999,Cancún,Mexico,21.70N,87.40W
1755-01-01,-8.152999999999999,5.381,Ostrava,Czech Republic,50.63N,19.01E
1906-03-01,5.428999999999999,0.965,Tianjin,China,39.38N,116.53E
1747-05-01,,,Oshawa,Canada,44.20N,78.26W
1792-10-01,9.667,2.072,Villeurbanne,France,45.81N,5.77E
1926-02-01,19.25500000000001,0.491,Jhunjhunun,India,28.13N,75.45E
1887-05-01,23.256,1.173,Kikwit,Congo (Democratic Republic Of The),5.63S,19.37E
1998-10-01,18.708,0.28,Bengbu,China,32.95N,117.77E
1744-06-01,18.683,1.745,Marseille,France,42.59N,6.55E
1989-10-01,14.058,0.212,Mitaka,Japan,36.17N,139.23E
1786-04-01,11.572,4.177,Florence,Italy,44.20N,11.18E
1969-07-01,16.687,0.537,Itapecerica Da Serra,Brazil,23.31S,46.31W
1860-08-01,19.685,1.646,Heihe,Russia,50.63N,128.03E
1938-09-01,12.586,0.176,Mulhouse,France,47.42N,8.29E
1950-05-01,33.326,0.499,Surendranagar,India,23.31N,72.52E
1850-08-01,28.387,1.705,Liusha,China,23.31N,116.21E
1929-04-01,25.713,0.894,Riyadh,Saudi Arabia,24.92N,46.11E
1912-01-01,18.978,1.082,Paarl,South Africa,34.56S,19.46E
1924-10-01,22.72600000000001,0.247,Harare,Zimbabwe,18.48S,30.42E
1849-01-01,,,Resistencia,Argentina,28.13S,59.09W
1870-01-01,12.195,1.729,Muzaffarnagar,India,29.74N,77.54E
1980-06-01,16.492,0.319,Gdynia,Poland,53.84N,17.73E
1879-03-01,25.796000000000006,1.141,Makasar,Indonesia,5.63S,119.46E
1830-11-01,,,Petare,Venezuela,10.45N,66.27W
1917-12-01,1.789,0.353,Stoke On Trent,United Kingdom,52.24N,2.63W
1860-11-01,5.485999999999999,1.656,Tajimi,Japan,36.17N,137.24E
1911-07-01,27.656,0.3779999999999999,Nakhon Pathom,Thailand,13.66N,99.91E
2010-04-01,16.256,0.391,Springfield,United States,39.38N,89.48W
1902-06-01,16.67,0.642,Petropavl,Kazakhstan,55.45N,68.03E
1958-06-01,17.701999999999995,0.742,Macaé,Brazil,21.70S,42.40W
2009-11-01,27.004,0.247,Tacloban,Philippines,12.05N,124.93E
1878-10-01,27.207,0.738,Can Tho,Vietnam,10.45N,105.55E
2008-05-01,23.9,0.242,Colima,Mexico,20.09N,104.08W
1872-04-01,22.552,2.679,Rongcheng,China,23.31N,116.21E
1968-02-01,2.327,0.27,Karlsruhe,Germany,49.03N,7.35E
1975-02-01,23.209,0.246,Haldia,India,21.70N,87.40E
1956-12-01,10.459,0.6409999999999999,Latina,Italy,40.99N,12.78E
1943-06-01,16.262,0.421,Chula Vista,United States,32.95N,117.77W
1955-02-01,2.974,0.887,Zenica,Bosnia And Herzegovina,44.20N,17.89E
1954-01-01,15.18,0.445,Rewa,India,24.92N,81.58E
1978-12-01,24.188,0.327,Kimberley,South Africa,28.13S,24.55E
1945-01-01,-4.638,0.3879999999999999,Zenica,Bosnia And Herzegovina,44.20N,17.89E
1875-11-01,12.653,0.986,San Francisco,United States,37.78N,122.03W
1971-05-01,20.181,0.1889999999999999,Mashhad,Iran,36.17N,59.67E
1932-02-01,23.912,0.3389999999999999,Guanare,Venezuela,8.84N,70.54W
1939-02-01,26.428,1.139,Cape Coast,Ghana,5.63N,1.61W
1975-03-01,4.899000000000001,0.171,Fuenlabrada,Spain,40.99N,4.26W
1954-04-01,27.136,0.767,Lashio,Burma,23.31N,96.99E
1844-07-01,27.176,1.721,Hengyang,China,26.52N,112.84E
1860-01-01,,,Camaragibe,Brazil,7.23S,34.86W
1909-10-01,11.706,0.574,Rostov Na Donu,Russia,47.42N,39.08E
1857-05-01,13.191,0.8009999999999999,Cottbus,Germany,52.24N,13.14E
1990-04-01,7.8679999999999986,0.244,Vanadzor,Armenia,40.99N,44.73E
1904-08-01,31.419,1.026,Kamalia,Pakistan,31.35N,73.51E
1791-05-01,11.140999999999998,2.4290000000000003,Southend On Sea,United Kingdom,52.24N,0.00W
1933-08-01,24.590000000000003,0.894,Anyama,Côte D'Ivoire,5.63N,4.84W
1937-01-01,24.563,0.774,Jimeta,Nigeria,8.84N,12.16E
1907-12-01,16.079,0.615,Wellington,New Zealand,40.99S,174.67E
1949-04-01,17.471999999999998,0.59,Kaiyuan,China,23.31N,103.98E
1996-05-01,25.927,0.142,Garland,United States,32.95N,96.70W
1903-07-01,26.795,0.609,Malambo,Colombia,10.45N,74.45W
1838-09-01,28.257,1.692,Kaithal,India,29.74N,75.69E
1856-01-01,18.557,1.616,Dum Dum,India,23.31N,88.25E
1993-02-01,8.843,0.216,Latina,Italy,40.99N,12.78E
1883-12-01,18.347,0.953,Sogamoso,Colombia,5.63N,72.65W
1759-12-01,6.132999999999999,5.073,Algiers,Algeria,36.17N,3.98E
1816-11-01,19.009,6.738,Gaya,India,24.92N,85.12E
1980-09-01,27.952,0.593,Gujranwala,Pakistan,32.95N,73.72E
1997-07-01,22.082,0.368,Khoy,Iran,37.78N,44.75E
1914-02-01,8.329,0.413,Hengyang,China,26.52N,112.84E
1997-08-01,13.9,0.261,Xining,China,36.17N,101.44E
1884-10-01,13.311,1.5119999999999998,Lima,Peru,12.05S,77.26W
1778-04-01,9.253,1.57,Amersfoort,Netherlands,52.24N,5.26E
1954-12-01,13.322,0.292,Jerez,Spain,36.17N,5.97W
1984-09-01,22.678,0.715,Nkongsamba,Cameroon,5.63N,9.69E
2005-10-01,22.994,0.178,El Faiyûm,Egypt,29.74N,31.38E
1813-06-01,32.146,2.498,Amroha,India,28.13N,79.09E
1987-09-01,28.143,0.445,Puruliya,India,23.31N,86.50E
1831-08-01,,,Larkana,Pakistan,28.13N,68.18E
1866-07-01,20.731,0.933,Syzran,Russia,53.84N,47.73E
1997-04-01,12.847,0.32,Amol,Iran,36.17N,51.71E
1826-07-01,27.557,1.6869999999999998,Dezhou,China,37.78N,115.93E
1980-04-01,29.286,0.291,Nsukka,Nigeria,7.23N,7.30E
1839-08-01,28.396,2.299,General Escobedo,Mexico,26.52N,100.30W
1788-02-01,19.017000000000003,3.604,Miami,United States,26.52N,80.60W
1931-11-01,0.394,1.2,Xinzhou,China,37.78N,111.86E
1777-06-01,19.642,2.4330000000000003,Istanbul,Turkey,40.99N,29.82E
1857-03-01,,,Tanjung Morawa,Indonesia,4.02N,98.84E
1946-09-01,28.87,0.347,Maymyo,Burma,21.70N,96.06E
2000-07-01,29.986,0.364,Amroha,India,28.13N,79.09E
1947-05-01,16.230999999999998,0.166,Fukuyama,Japan,34.56N,134.27E
1783-11-01,-7.581,2.624,Saransk,Russia,53.84N,45.00E
1974-09-01,24.799,0.326,General Escobedo,Mexico,26.52N,100.30W
1963-02-01,15.875,0.415,Alexandria,Egypt,31.35N,30.16E
1887-01-01,24.527,1.423,Ogbomosho,Nigeria,8.84N,4.05E
1924-12-01,7.199,0.342,Shashi,China,29.74N,112.62E
1861-09-01,27.071,1.321,Banda,India,24.92N,79.80E
1911-08-01,22.859,0.7859999999999999,San Pédro,Côte D'Ivoire,5.63N,6.46W
1756-08-01,16.648,9.027,Tarnow,Poland,50.63N,21.55E
1886-04-01,14.245,0.126,Palma,Spain,39.38N,2.08E
1761-10-01,8.196,5.831,Gent,Belgium,50.63N,3.80E
1923-02-01,19.275,0.607,Soweto,South Africa,26.52S,28.66E
1939-11-01,9.971,0.221,Koshigaya,Japan,36.17N,139.23E
1857-08-01,25.413,0.93,Turmero,Venezuela,10.45N,67.91W
1974-05-01,27.185,0.3779999999999999,Offa,Nigeria,8.84N,4.05E
1996-12-01,25.633000000000003,0.17,Bandar Penggaram,Malaysia,2.41N,103.66E
1986-06-01,10.591,0.22,Mendoza,Argentina,32.95S,67.98W
1745-08-01,,,Cary,United States,36.17N,79.56W
1884-09-01,20.426,1.622,Nilópolis,Brazil,23.31S,42.82W
1912-09-01,12.317,0.2769999999999999,Suceava,Romania,47.42N,27.24E
1967-08-01,28.847,0.2689999999999999,Madhyamgram,India,23.31N,88.25E
1979-09-01,15.534000000000002,0.371,Curitiba,Brazil,24.92S,49.66W
1917-08-01,18.521,0.3989999999999999,Dimitrovgrad,Russia,53.84N,50.45E
1944-08-01,27.579,0.493,Zinder,Niger,13.66N,9.08E
1997-07-01,28.808000000000003,0.336,Spring Valley,United States,36.17N,115.36W
1864-12-01,23.767000000000003,1.619,Cavite,Philippines,15.27N,120.83E
1959-11-01,18.212,0.374,Escuintla,Guatemala,15.27N,90.83W
1999-03-01,7.0520000000000005,0.168,Tilburg,Netherlands,52.24N,5.26E
1843-06-01,17.315,1.273,Yantai,China,37.78N,122.03E
1976-06-01,21.063,0.319,Pittsburgh,United States,40.99N,80.95W
1793-01-01,8.311,3.98,Mobile,United States,31.35N,88.59W
1969-03-01,18.07,0.253,Pembroke Pines,United States,26.52N,80.60W
1948-06-01,26.071,0.4379999999999999,Zhuzhou,China,28.13N,113.64E
1963-01-01,-12.577,0.363,Daugavpils,Latvia,55.45N,25.51E
1874-11-01,12.322,2.261,Oxnard,United States,34.56N,118.70W
1880-12-01,11.193,0.7190000000000001,Zacatecas,Mexico,23.31N,102.23W
1955-09-01,12.47,0.253,Rybinsk,Russia,58.66N,40.00E
1995-12-01,24.383000000000003,0.557,Palma Soriano,Cuba,20.09N,76.78W
1927-08-01,15.945,0.2339999999999999,Toronto,Canada,44.20N,80.50W
1922-01-01,23.881,0.5489999999999999,San Cristóbal,Dominican Republic,18.48N,69.30W
1873-07-01,8.629999999999999,0.8420000000000001,San Nicolas,Argentina,32.95S,60.32W
1924-07-01,19.142,0.508,Catanduva,Brazil,21.70S,49.33W
1945-05-01,25.044,0.351,Paseh,Indonesia,7.23S,107.84E
1781-09-01,13.001,6.237,Cardiff,United Kingdom,52.24N,2.63W
1863-03-01,-4.118,0.6459999999999999,Vologda,Russia,58.66N,40.00E
1886-11-01,6.02,1.209,Puyang,China,36.17N,115.36E
1925-07-01,24.913,0.908,Tongchuan,China,34.56N,108.97E
1978-05-01,20.106,0.154,Ruian,China,28.13N,120.91E
1854-09-01,24.699,0.98,Los Teques,Venezuela,10.45N,66.27W
1833-03-01,5.0680000000000005,2.331,Edirne,Turkey,42.59N,26.18E
1943-08-01,29.241,0.401,Chakwal,Pakistan,32.95N,73.72E
1889-04-01,26.496,0.3989999999999999,Sibu,Malaysia,2.41N,111.70E
1889-08-01,25.876,0.6779999999999999,Numazu,Japan,34.56N,138.16E
1858-11-01,25.691,1.374,Araguaína,Brazil,7.23S,47.84W
1983-01-01,17.634,0.171,Kulti,India,23.31N,86.50E
1919-04-01,5.339,0.511,Wiesbaden,Germany,50.63N,8.87E
1944-02-01,17.869999999999994,0.7290000000000001,Brakpan,South Africa,26.52S,28.66E
1848-03-01,9.421,1.102,Zaragoza,Spain,40.99N,0.00W
1859-01-01,-11.875,1.308,Sherbrooke,Canada,45.81N,72.69W
1761-10-01,,,Miami,United States,26.52N,80.60W
1956-12-01,20.728,0.337,Eldoret,Kenya,0.80N,34.55E
1948-08-01,26.232,0.231,Moratuwa,Sri Lanka,7.23N,80.27E
1818-08-01,28.411,1.504,Gujrat,Pakistan,32.95N,73.72E
1987-11-01,4.909,0.41,Aalborg,Denmark,57.05N,10.33E
1868-02-01,-14.622,2.082,Aqtöbe,Kazakhstan,50.63N,57.04E
1972-02-01,26.891,0.35,Lawang,Indonesia,7.23S,112.70E
1875-08-01,24.681,0.7140000000000001,Bengkulu,Indonesia,4.02S,102.05E
1963-10-01,10.623,0.25,Luton,United Kingdom,52.24N,0.00W
2001-04-01,26.105,0.244,Caucaia,Brazil,4.02S,39.38W
1911-01-01,6.652000000000001,0.546,Huelva,Spain,37.78N,6.10W
1940-01-01,22.028,0.794,Campeche,Mexico,20.09N,90.43W
2006-10-01,14.979,0.59,Ferrara,Italy,44.20N,11.18E
1831-02-01,-8.043,6.311,Moscow,Russia,55.45N,36.85E
1873-06-01,33.751999999999995,1.702,Agra,India,26.52N,78.81E
1789-07-01,21.566,2.43,Syzran,Russia,53.84N,47.73E
1886-10-01,6.659000000000002,0.436,Volgodonsk,Russia,47.42N,41.45E
1959-04-01,3.66,0.406,Tieli,China,47.42N,129.08E
1916-11-01,12.845,0.367,Pátrai,Greece,37.78N,22.37E
1978-11-01,26.53700000000001,0.2239999999999999,Iwo,Nigeria,7.23N,4.05E
1998-06-01,27.268,0.32,Tagum,Philippines,7.23N,125.68E
2004-03-01,3.686,0.239,Århus,Denmark,57.05N,10.33E
1956-11-01,9.53,0.51,Leshan,China,29.74N,103.38E
1995-07-01,30.21,0.3939999999999999,Chhatarpur,India,24.92N,79.80E
2002-01-01,-0.298,0.325,Sterling Heights,United States,42.59N,82.91W
1839-09-01,16.008,1.53,Naucalpan,Mexico,20.09N,98.96W
1853-07-01,28.086,1.028,Chetumal,Mexico,18.48N,87.89W
1953-05-01,27.77,0.316,General Escobedo,Mexico,26.52N,100.30W
1847-11-01,11.898,1.396,Toyota,Japan,34.56N,136.22E
1897-02-01,-1.0990000000000002,0.4479999999999999,Legnica,Poland,50.63N,16.48E
1984-06-01,19.57,0.211,Pavlodar,Kazakhstan,52.24N,76.20E
1944-04-01,10.306,0.614,Stara Zagora,Bulgaria,42.59N,26.18E
1900-07-01,21.431,1.853,Astana,Kazakhstan,50.63N,72.25E
1967-03-01,9.504,0.335,Salamanca,Spain,40.99N,6.39W
1885-11-01,1.829,0.606,Kitchener,Canada,44.20N,80.50W
1843-12-01,,,Valencia,Venezuela,10.45N,67.91W
1977-05-01,18.457,0.2019999999999999,Tirana,Albania,40.99N,19.17E
1939-07-01,18.239,0.275,Petropavl,Kazakhstan,55.45N,68.03E
